Название игры;Ресторан;Дата;День недели;Номер пакета;Название команды;Последний раунд;Всего баллов;Место
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;Бельшникель заберёт тебя;24;55.5;8
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;Маховик Бремени;24;54.5;9
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;делулушки;21;54.5;10
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;А я говорила!;20;53;11
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;Mongoloid;20;50;12
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;Shine bright like a diamond;19;49.5;13
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;Гравицапа;18;49.5;14
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;Корейские уточки;20;49;15
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;Халапенисы;21;46.5;16
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;Васаби;16;45.5;17
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;El Paso;21;44.5;18
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;Капибарыня;20;43.5;19
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;In team;13;42.5;20
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;Староста и его содержанки;13;41.5;21
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;Зайчатки разума;10;39.5;22
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;Двое в лодке, не считая кошки;13;37.5;23
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;Чайки;7;36.5;24
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;Заварики;17;35.5;25
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;Бритни уже не та;14;33.5;26
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;Потом посмотрим;10;29.5;27
[сериалы] SPB #8;Puberty;18.02.2024;Вс;1;Котята;7;29.5;28
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;La La Band;22;59;1
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Funny cucumber;22;56;2
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Давайте что-нибудь сложненькое, что знаю только я;21;56;3
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Миндальная связь;18;55.5;4
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Шмели;22;54.5;5
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Шляпа Лазло;21;54;6
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Don't stop me MEOOOW;18;53;7
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Казан Поли;20;49;8
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Сиси Кхалиси;19;47.5;9
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Соня молчит;21;47;10
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Тарас и бульбы;17;46;11
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Ай лав НИИ;17;44.5;12
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;А;18;43.5;13
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Старики отдыхают;15;42;14
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Однажды на коменде;18;41;15
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Освободите Гном Гномыча;14;40.5;16
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Команда;14;39.5;17
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Продающие надежды;13;39;18
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Крутые бобры;12;34;19
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Токсик Хаус;11;31;20
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Жмыхи;12;28;21
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;кдчд;6;24;22
[сериалы] SPB #8;Хали-Гали;21.02.2024;Ср;2;Похмельный синдром;8;22;23
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Теленок несмышленый губами ищет мамки вымя;21;58;1
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Серпентарий;19;49.5;2
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Убийство двойным экспрессо;19;49;3
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Бандиты;18;49;4
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;No title;16;48.5;5
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Покровские котлетки;18;48;6
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Высшее общество;17;45;7
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Блястяяяяяяяяяще;18;44.5;8
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Ветераны броуновского движения;17;43.5;9
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Дуэт Трио;14;43.5;10
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Синус Кока-колы;16;42;11
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Фантастические твари;14;41;12
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Баки Роджерс;15;40.5;13
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Я календарь переверну;14;40.5;14
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Брейнстормеры;17;40;15
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Прибить или приклеить;14;40;16
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Без мужиков;17;39;17
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;ГусьЯйцеКусь;12;38.5;18
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Тутти-фрутти;12;37;19
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;SpiceGirls;12;30.5;20
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Домашнее видео;11;30;21
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Рыболовы;7;25.5;22
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;ЧеСтер;4;14.5;23
[сериалы] SPB #8;Puberty;24.02.2024;Сб;3;Зайцы;4;9.5;24
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Осколки Империи;18;70.5;1
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Камю ин ё Кант;16;63.5;2
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;РаСпутник ^_^;17;58.5;3
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Давайте что-нибудь сложненькое, но только после пива;16;58.5;4
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Мокрые Псы;12;58;5
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Алоэ вера, надежда, любовь;12;56.5;6
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Сливочный васаби;9;54.5;7
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Зарядки по 100 рублей;15;52.5;8
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Энтони Хипхопкинс;12;52.5;9
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Дуже поганый выступ;10;52;10
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;У Галины Палны Сокол;10;51;11
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Evil Potatos;11;49;12
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Тотальный когнитивный дефицит;11;48;13
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Сандро Туонни;9;47;14
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Булочки Шу;12;47;15
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Саске вернись в Коноху;6;46.5;16
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Лена,  ну почему ты не пришла?;9;45.5;17
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Капибара;7;44;18
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Вне зачёта;10;41;19
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Ехидны;9;40.5;20
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Беспорно;9;38;21
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Чыкчырык;5;37.5;22
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Правило 1000 км;12;37.5;23
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Пни;5;35.5;24
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Не придумала;11;35;25
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;И ничего, нормальными выросли;8;34.5;26
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Еще один  мартини;10;34.5;27
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;кдчд;4;25;28
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Пивнушка у Кировского;5;22;29
[караоке] SPB #2;The Legends;26.02.2024;Пн;1;Взрывные коты;2;17;30
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;88 станция метро;18;65.5;1
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Устрицы паскуды;19;64;2
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Лучшее место;14;60;3
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Промахи Макконахи;13;60;4
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Немоймопед;11;57.5;5
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Крутое Пике;14;56;6
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Не сдавшие ГТО;14;55.5;7
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Бизнес Звук;14;55;8
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Долго ждала автобус из Кронштадта;11;54.5;9
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Черствая Валентина;13;54;10
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Лица калужской национальности;11;54;11
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Андердоги на дне;13;53.5;12
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;ночные жрицы;10;53;13
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Рябчики;15;51.5;14
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Shine bright like a diamond;13;51.5;15
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Полковник Сандерс приехал на фронт;10;51.5;16
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Помогаторы;11;50;17
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Графские развалины;5;50;18
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Вино из неудачников;14;49;19
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Добрый вечер;10;49;20
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Градусы;12;48.5;21
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Пепсики;10;48.5;22
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Ласка Магия Черного;12;46.5;23
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Fire 404;10;45;24
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Вот-они;9;42.5;25
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Шестилапые хамелеоны;11;42;26
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Два раза направо;9;41;27
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Инь и ням;8;40;28
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;праздник на вашей улице;8;40;29
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Балтийские нерпы;14;39.5;30
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Шестое чувство;9;39;31
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Внуки Леонида Аркадьевича;5;36.5;32
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Звёзды сошлись;9;35.5;33
[караоке] SPB #2;Хали-Гали;29.02.2024;Чт;2;Великолепная четверка;7;27;34
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Богатыри не мы;15;66;1
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Бухтим;8;56;2
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Выйди и зайди нормально;7;40;3
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Ди Билан;9;45;4
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Кутята;9;45;5
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Люди из прошлого;8;46;6
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Три реки;17;77;7
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Умницы и красавицы;11;42;8
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;ХАЛВА;14;63;9
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;ЧГК;12;49;10
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Чики Бамбони;8;63;11
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;шашлычки;7;45;12
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Яхта 7 июля;10;41;13
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;De facto;11;57;14
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;FullHouse!;17;84;15
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Безумно можно быть первым;8;41;16
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Брови;11;42;17
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Герцогини-чудо;20;92;18
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Горошинки;15;61;19
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Итс Бритни Бич;15;73;20
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Клуб любителей;12;40;21
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Конёк-Рагнарёк;10;55;22
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Ку-ку в дрова;13;64;23
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Курган и Курганцы;8;27;24
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Мы бронировали;12;57;25
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Назад в будущее;14;48;26
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Николай;15;57;27
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Потомпридумаем;15;50;28
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Ракамакафо;14;60;29
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Феи тяжелой атлетики;10;51;30
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Хиханьки да Хаханьки;8;48;31
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Хороший вопрос;11;52;32
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;Челка;5;19;33
[рок vs попса] SPB #2;Rossi's Club;01.03.2024;Пт;4;SKY PRIORITY;15;68;34
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;Команда по спасению русского рэпа;18;69.5;1
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;А;19;69;2
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;Где деньги, Лебовски?;19;63;3
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;Боль в спине;13;61.5;4
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;Терции и мелизмы;17;59.5;5
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;Очень Хорошо;16;59.5;6
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;Загадочники;12;57.5;7
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;Выйди и зайди нормально;11;51.5;8
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;ГрублепА;10;51;9
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;Сто шагов назад;8;48;10
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;Берздей пати;10;43;11
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;Богини ВШМ;12;42;12
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;Вечное сияние чистого Олега;9;42;13
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;Хохотушки;11;41.5;14
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;Надеюсь, мы не последние;6;41.5;15
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;Киssы;9;40;16
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;Хуизит!?;9;39;17
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;две девушки одна коленная чашечка;8;36.5;18
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;Они сражались за логику;8;36.5;19
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;ЦК-БМ;4;32;20
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;Всегда 18;9;28.5;21
[караоке] SPB #2;The Legends;06.03.2024;Ср;3;Раиса Захаровна;2;26;22
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Это же очевидно!;18;66.5;1
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;FullHouse!;17;65.5;2
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Согласовано;15;62.5;3
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Эффект Даннинга-Крюгера;10;56.5;4
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Чикипибарум;13;56;5
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Во всем виноват Буй;13;55.5;6
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;АЦЦЦКИЙ КЛУБ;12;55;7
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Сахар;17;54.5;8
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Ma daai!;14;53;9
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Дуэт Трио;9;52;10
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;По(НА)ехавшие;14;51.5;11
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Крошка на квасе;11;51.5;12
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Маша и медведи;14;50.5;13
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;ИрКа;14;50;14
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Давай завтра;11;50;15
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Люди из прошлого;15;49.5;16
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Мафия Джакузи;10;47.5;17
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;НеприЛичный кабинет;9;45;18
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Тащим как можем;10;44.5;19
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Золотая ондатра;8;44.5;20
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Лера в Питере;7;44;21
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Че? Кого?;10;43.5;22
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;меня взяли в зоопарке;9;43;23
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Счастливы вместе;9;43;24
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Космос;8;41;25
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;С корабля на бар!;7;41;26
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Здравствуйте, духота!;10;40.5;27
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Проездной и BDSM;7;37;28
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Девочки с Севера;8;31;29
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Шмогвартс;9;29;30
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Жертвы Архикада;6;27.5;31
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Underdogs;5;25.5;32
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Соловьи;8;25;33
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Фантастическая четверка;3;23.5;34
[караоке] SPB #2;Хали-Гали;09.03.2024;Сб;4;Скрипка-лиса;6;22.5;35
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;Боль в спине;19;94.5;1
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;Ракета;18;88.5;2
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;no no no mister fish;20;88;3
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;Голубь имени Наташи;18;88;4
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;Команда по спасению русского рэпа;18;84.5;5
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;Дуэт Трио;14;83.5;6
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;A-haтико;16;82;7
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;Крутое Пике;16;78.5;8
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;РаСпутник ^_^;14;76.5;9
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;Неприятные люди;15;75;10
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;Фарафоново;15;74;11
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;Ю май харт, Юмай соул;11;73.5;12
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;Сандро Туонни;15;68.5;13
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;Зеленый Sonic;12;66;14
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;Фантастические твари;11;66;15
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;Где деньги, Лебовски?;10;61.5;16
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;Сириус;14;61;17
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;ЧГК;10;61;18
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;Влажная уборка;11;58;19
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;ВиновНиццы;9;51.5;20
[music party] 2000-х SPB #3;The Legends;11.03.2024;Пн;1;Без котангенсов;10;49.5;21
[караоке] SPB #2;The Legends;13.03.2024;Ср;5;Слабоумие и Отвага;13;61;1
[караоке] SPB #2;The Legends;13.03.2024;Ср;5;Золотой состав Виагры;11;61;2
[караоке] SPB #2;The Legends;13.03.2024;Ср;5;Високосный год;12;53.5;3
[караоке] SPB #2;The Legends;13.03.2024;Ср;5;Шмели;8;53.5;4
[караоке] SPB #2;The Legends;13.03.2024;Ср;5;Сириус;12;53;5
[караоке] SPB #2;The Legends;13.03.2024;Ср;5;4V;13;50.5;6
[караоке] SPB #2;The Legends;13.03.2024;Ср;5;50 оттенков розового);9;49.5;7
[караоке] SPB #2;The Legends;13.03.2024;Ср;5;Стремячко;14;49;8
[караоке] SPB #2;The Legends;13.03.2024;Ср;5;Покровские котлетки;8;46;9
[караоке] SPB #2;The Legends;13.03.2024;Ср;5;Каждый раз одно и то же;8;45.5;10
[караоке] SPB #2;The Legends;13.03.2024;Ср;5;РЕДьКА;9;44;11
[караоке] SPB #2;The Legends;13.03.2024;Ср;5;Funny cucumber;8;43.5;12
[караоке] SPB #2;The Legends;13.03.2024;Ср;5;4tniterы;4;37;13
[караоке] SPB #2;The Legends;13.03.2024;Ср;5;ЛосьАнжелес;5;36;14
[караоке] SPB #2;The Legends;13.03.2024;Ср;5;Топот Кота;10;35;15
[караоке] SPB #2;The Legends;13.03.2024;Ср;5;По самым скромным подсчетам;6;33;16
[караоке] SPB #2;The Legends;13.03.2024;Ср;5;Тусы-Мусы;-3;18;17
[караоке] SPB #2;The Legends;13.03.2024;Ср;5;"Команда ""Ы""";-4;16.5;18
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Broforce;17;91;1
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Полковник Сандерс приехал на фронт;13;86;2
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Камю ин ё Кант;17;85;3
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Два раза направо;20;82;4
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Давайте что-нибудь сложненькое, но только после пива;16;81;5
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;A-haтико;14;80;6
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Serenity;13;80;7
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Серпентарий;15;76;8
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Сандро Туонни;15;75;9
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;КХЕ-КХЕ;16;74;10
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Пантеры без р;13;74;11
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Бумажный диплодок на папироске;15;70;12
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Evil potatos;14;70;13
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Это Сабининэ мамэ;13;70;14
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Безумные змеи;14;69;15
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;BUD.Avia;13;69;16
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Киану Ривз и компания;18;68;17
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Шляпа Лазло;12;67;18
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;88 станция метро;7;62;19
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Котики;13;60;20
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;4V;9;58;21
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Культурные ритмы;12;57;22
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Барабанда;10;56;23
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;macro elysium;14;53;24
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Голые бобрята;7;51;25
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Коськи;6;48;26
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Суглинки-команда навсегда;7;42;27
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Чиназес;10;41;28
[music party] SPB #15;Хали-Гали;14.03.2024;Чт;1;Crazyледи;3;33;29
[рок vs попса] SPB #2;Rossi's Club;15.03.2024;Пт;5;Дюмасброды;17;84;1
[рок vs попса] SPB #2;Rossi's Club;15.03.2024;Пт;5;Скандинавские акулы;10;62;2
[рок vs попса] SPB #2;Rossi's Club;15.03.2024;Пт;5;Сандро Туонни;11;60;3
[рок vs попса] SPB #2;Rossi's Club;15.03.2024;Пт;5;Богини ВШМ;11;56;4
[рок vs попса] SPB #2;Rossi's Club;15.03.2024;Пт;5;Аллоэ;10;55;5
