Название игры;Ресторан;Дата;День недели;Номер пакета;Название команды;Последний раунд;Всего баллов;Место
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Подотрешь!;17;57;3
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Дети маминой подруги;13;55;4
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Остановите свингер-пати;17;54.5;5
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Крутое пике;14;52;6
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;La La Band;13;51.5;7
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Гэндальф в кедах;16;51;8
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Игътибар;17;48.5;9
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;По венам баб течет трагедия;14;48.5;10
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Где деньги, Лебовски?;14;47.5;11
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Барракуды;14;44;12
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Отчаянные себе хозяйки!;12;42.5;13
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Как активировать уголь;12;42.5;14
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;La commande;12;42;15
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Заводной грейпфрут;13;41.5;16
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Пугачева без Галкина;9;41;17
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Реальные упыри;12;37;18
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Сальвадор в дали;10;37;19
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Нурсултан;9;35.5;20
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Quizards;12;35;21
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Тинто Кроль;10;34;22
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Они убили Кенни;13;31;23
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Грузди Таноса;14;30.5;24
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Т-464;11;30.5;25
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Лакричная палочка;8;30.5;26
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Нам по-быстрому;7;30.5;27
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Простоквашино;7;29;28
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Тэмпинг;5;26;29
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;4 утра;13;23.5;30
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Шальные императрицы;8;21.5;31
[кино и музыка] SPB #46;Хали-Гали;28.10.2020;Ср;2;Бандитский Петербург;5;20;32
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;La La Band;20;62.5;1
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Отвечает Борис Бурда;20;60;2
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;8=Э;17;58.5;3
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Подотрешь!;20;58;4
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Мальчик хочет в Тамбов;14;54;5
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Гравицапа;15;51.5;6
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Юркие Лисички;12;51;7
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Никто не вудиаллен;18;50.5;8
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Выпускайте Кракена!;15;50;9
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Covidло;13;47;10
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Идеальные незнакомцы;12;47;11
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Барби-колясочница;17;46;12
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Ракета;8;45.5;13
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;1980;14;45;14
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Evil potatos;11;41.5;15
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;No title;9;40.5;16
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Пантеры без Р;8;39.5;17
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;ИрКа;8;39;18
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Расчеши Манту;13;38.5;19
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Что? ГДЕ ЕДА?;8;37.5;20
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Чайный гриб;7;37;21
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Белки!;8;36.5;22
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Радио Меладзе;10;36;23
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Выжившие;10;36;24
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Дональд Крамп;10;36;25
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Дерябушки;12;35.5;26
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Омская птица;9;35.5;27
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Лунная призма;7;35;28
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Олды тут;10;34.5;29
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Омерзительная семерка;6;33;30
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Один два три;11;31.5;31
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;4 извилины;9;29;32
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Девушки с татуировкой бекона;6;28.5;33
[кино и музыка] SPB #47;Хали-Гали;07.11.2020;Сб;1;Придумаем позже;6;17;34
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;1?=!;23;67.5;1
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Broforce;21;64;2
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Non Stop;16;64;3
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Абсолютная Власть;19;62;4
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Гуси-Победуси;21;59;5
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Последнее место;18;58.5;6
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Good Guys Come Twice;15;56;7
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Це Команда;17;53;8
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Банная дивизия;19;50.5;9
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;смешно, но не весело;17;49.5;10
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Крутое Пике;12;43;11
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Сега-Винтовар;14;42.5;12
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;45 мунингов из 6;11;42;13
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Вера Брежнева;12;41.5;14
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Ведущий ты красавчик!;9;41.5;15
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;В струе;16;40;16
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Хороший, плохой, глухой;10;40;17
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Пир Духа;13;39.5;18
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Ща подумаем;12;37.5;19
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Правила абстракции;10;36.5;20
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Белки-летяги;7;36.5;21
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Брют всемогущий;9;33;22
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Точка Givenshy;12;32.5;23
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Давайте ещё немного подумаем;2;31.5;24
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Ура! Я подебил!;7;30.5;25
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Жопка Корги;8;30;26
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Гэндальф в кедах;9;29.5;27
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Могучие утята;7;28.5;28
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Банановый милкшейк;9;28;29
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Шевели губами;8;27;30
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Дабл Трабл;7;25.5;31
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Трое в лодке;4;25;32
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Несите полусладкое;4;24;33
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Пионерлагерь Пыяная Радуга;7;22.5;34
[кино и музыка] SPB #47;Хали-Гали;08.11.2020;Вс;2;Четвертый лишний;2;10.5;35
[кино и музыка] SPB #48;Хали-Гали;21.11.2020;Сб;1;Broforce;19;63;1
[кино и музыка] SPB #48;Хали-Гали;21.11.2020;Сб;1;La La Band;19;60;2
[кино и музыка] SPB #48;Хали-Гали;21.11.2020;Сб;1;1?=!;20;59.5;3
[кино и музыка] SPB #48;Хали-Гали;21.11.2020;Сб;1;Отвечает Борис Бурда;18;59;4
[кино и музыка] SPB #48;Хали-Гали;21.11.2020;Сб;1;Ракета;15;57;5
[кино и музыка] SPB #48;Хали-Гали;21.11.2020;Сб;1;8=Э;15;56;6
[кино и музыка] SPB #48;Хали-Гали;21.11.2020;Сб;1;Мальчик хочет в Тамбов;14;51;7
[кино и музыка] SPB #48;Хали-Гали;21.11.2020;Сб;1;Банановый милкшейк;19;50;8
[кино и музыка] SPB #48;Хали-Гали;21.11.2020;Сб;1;Хороший, плохой, глухой;16;48;9
[кино и музыка] SPB #48;Хали-Гали;21.11.2020;Сб;1;Андердоги;10;45;10
[кино и музыка] SPB #48;Хали-Гали;21.11.2020;Сб;1;Над пропастью не ржи;14;43.5;11
[кино и музыка] SPB #48;Хали-Гали;21.11.2020;Сб;1;Ютачмайталала;9;34;12
[кино и музыка] SPB #48;Хали-Гали;21.11.2020;Сб;1;Гэп стоп!;11;32.5;13
[кино и музыка] SPB #48;Хали-Гали;21.11.2020;Сб;1;Доны Карлеоне;7;25.5;14
[кино и музыка] SPB #48;Хали-Гали;21.11.2020;Сб;1;МегаМозг;3;22;15
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;Идеальные незнакомцы;21;61.5;1
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;Последнее место;17;61.5;2
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;Non Stop;17;60.5;3
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;Юркие Лисички;16;59;4
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;Что? ГДЕ ЕДА?;17;58;5
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;Абсолютная Власть;17;57.5;6
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;Гравицапа;15;55;7
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;Подотрешь!;13;53;8
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;Ведущий, ты красавчик!;17;50.5;9
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;зеленая промилля;14;48.5;10
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;Никто не вудиаллен;13;45;11
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;Продам Хату;11;39;12
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;Тополиный пух;10;34.5;13
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;Пока не было;12;34;14
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;Baby Don't Кря;11;33;15
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;Evil potatos;12;32;16
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;a team;8;31;17
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;Кернорватель;6;26.5;18
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;Снежана Альбертовна представляет;6;26;19
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;Ноглики;8;22.5;20
[кино и музыка] SPB #48;Metropolis Kitchen & Bar;22.11.2020;Вс;2;Байкал;3;12;21
[кино и музыка] SPB #49;Metropolis Kitchen & Bar;06.12.2020;Вс;1;Последнее место;22;60.5;1
[кино и музыка] SPB #49;Metropolis Kitchen & Bar;06.12.2020;Вс;1;Банановый милкшейк;18;60;2
[кино и музыка] SPB #49;Metropolis Kitchen & Bar;06.12.2020;Вс;1;Broforce;22;59;3
[кино и музыка] SPB #49;Metropolis Kitchen & Bar;06.12.2020;Вс;1;Отвечает Борис Бурда;18;57.5;4
[кино и музыка] SPB #49;Metropolis Kitchen & Bar;06.12.2020;Вс;1;Что? ГДЕ ЕДА?;20;55;5
[кино и музыка] SPB #49;Metropolis Kitchen & Bar;06.12.2020;Вс;1;8=Э;14;54.5;6
[кино и музыка] SPB #49;Metropolis Kitchen & Bar;06.12.2020;Вс;1;Good guys come twice;19;53.5;7
[кино и музыка] SPB #49;Metropolis Kitchen & Bar;06.12.2020;Вс;1;Non Stop;20;52.5;8
[кино и музыка] SPB #49;Metropolis Kitchen & Bar;06.12.2020;Вс;1;Идеальные незнакомцы;18;52;9
[кино и музыка] SPB #49;Metropolis Kitchen & Bar;06.12.2020;Вс;1;2?=!!;18;51;10
[кино и музыка] SPB #49;Metropolis Kitchen & Bar;06.12.2020;Вс;1;Зачем я это знаю?;16;49.5;11
[кино и музыка] SPB #49;Metropolis Kitchen & Bar;06.12.2020;Вс;1;1980;15;49;12
[кино и музыка] SPB #49;Metropolis Kitchen & Bar;06.12.2020;Вс;1;Абсолютная Власть;17;48.5;13
[кино и музыка] SPB #49;Metropolis Kitchen & Bar;06.12.2020;Вс;1;Evil potatos;16;45.5;14
[кино и музыка] SPB #49;Metropolis Kitchen & Bar;06.12.2020;Вс;1;Гравицапа;12;45;15
